SMILES Name
106 O=C1Nc2ccccc2/C1=C/c1ccc(N2CCOCC2)cc1
107 Cc1ccc2c(c1)/C(=C/c1[nH]c(C)cc1C)C(=O)N2
108 CCOC(=O)c1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C
109 O=C1Nc2ccccc2/C1=C/c1ccc(C(=O)O)cc1
110 Cc1cccc2c1/C(=C/c1ccc(N3CCN(C=O)CC3)cc1)C(=O)N2
111 O=C1/C(=C\c2ccc(O)c(O)c2)Oc2ccccc21
112 Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O
113 Cc1cc(C)c(/C=C2\C(=O)Nc3cc(F)ccc32)[nH]1
114 CN(C)c1ccc(/C=C2\C(=O)Nc3cc(F)ccc32)cc1
115 CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C
116 Cc1cccc2c1/C(=C/c1ccc(N3CCOCC3)cc1)C(=O)N2
117 Cn1cc(Cl)c(/C=C2\C(=O)Nc3ccccc32)n1
118 COC(=O)CCc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C
119 Cc1cc(C)c(/C=C2\C(=O)Nc3cccc(C)c32)[nH]1
120 COc1ccc(/C=C2\C(=O)Nc3ccccc32)cc1
121 O=CN1CCN(c2ccc(/C=C3\C(=O)Nc4ccccc43)cc2)CC1
122 CN(C)c1ccc(/C=C2\C(=O)N(C)c3ccccc32)cc1
123 Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O
124 COc1ccc2c(c1)NC(=O)/C2=C\c1[nH]c(C)c(CCC(=O)O)c1C
125 Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O
126 Cc1c[nH]c(/C=C2\C(=O)Nc3cccc(C)c32)c1CCC(=O)O
127 Cc1c(CCC(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccccc21
128 Cc1c(CCC(=O)O)c[nH]c1/C=C1\C(=O)Nc2ccc(C(=O)O)cc21
129 COc1ccc2c(c1)NC(=O)/C2=C\c1[nH]cc(CCC(=O)O)c1C
130 Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O
131 O=C1Nc2ccccc2/C1=C/c1cc2c([nH]1)CCCC2
132 NS(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2
133 O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1cc2c([nH]1)CCCC2
134 COc1ccc2c(c1)NC(=O)/C2=C\c1cc2c([nH]1)CCCC2
135 Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O
136 O=C(O)CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2c1CCCC2
137 N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCCCC1
138 N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1
139 CC(C)(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)(C)C)c1O
140 COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O
141 N=C1NC(=O)/C(=C2/CCNC(=O)c3[nH]cc(Br)c32)N1
142 N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1
143 COc1cc(O)c(C(=O)O)c(C2=C(C)C[C@@H](O)C2=O)c1
144 N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1
145 N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1
146 C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1
147 Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1
148 N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1
149 C=CC(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1
150 C=CC(=O)N1CCCC(Nc2nc(Nc3ccccc3)ncc2C)C1
