SMILES Name
240 C=CC(=O)Nc1cccc(-c2ncnc3[nH]ccc23)c1
241 C=CC(=O)N1CC[C@H](F)[C@@H](Nc2ncnc3[nH]ccc23)C1
242 C=CC(=O)N1CC[C@H](Nc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)C1
243 C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C
244 C=CC(=O)N1CC(Nc2ncnc3[nH]ccc23)CCC1CO
245 C=CC(=O)N1CCN(c2cnc3[nH]cc(C(=O)NC(C)C)c3n2)CC1
246 C=CC(=O)N1CCC2CCN(c3ncnc4[nH]cc(C(C)=O)c34)C2C1
247 C=CC(=O)N1C[C@H](C#N)C[C@@H](Nc2ncnc3[nH]ccc23)C1
248 C=CC(=O)N1CC[C@H](O)[C@@H](Nc2ncnc3[nH]ccc23)C1
249 C=CC(=O)N1CCC2CCN(c3ncnc4[nH]ccc34)C2C1
250 C=CC(=O)Nc1cccc(-c2cnc3ccccc3n2)c1
251 C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1CO
252 C=CC(=O)N1CC[C@H]2CCN(c3ncnc4[nH]ccc34)[C@H]2C1
253 C=CC(=O)N1C[C@H](Nc2ncnc3[nH]cc(C#N)c23)CC[C@@H]1C
254 C=CC(=O)N1CC[C@@H]2CCN(c3ncnc4[nH]ccc34)[C@@H]2C1
255 C=CC(=O)N1CCC2CCN(c3nc(N)nc4[nH]ccc34)C2C1
256 N#C/C(=C\c1cccc(-c2cccc3[nH]ncc23)c1)C(N)=O
257 CN(C)C/C=C/C(=O)N1CCC[C@H](Nc2ncnc3[nH]ccc23)C1
258 C=CC(=O)N1CCC2OCCN(c3ncnc4[nH]ccc34)C2C1
259 C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C
260 C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1CC
261 C=CC(=O)N1C[C@H](F)C[C@@H](Nc2ncnc3[nH]ccc23)C1
262 C=CC(=O)N1CCCC(Nc2nc(Nc3ccccc3)ncc2C)C1
263 C=CC(=O)N1CC[C@H](C)[C@@H](Nc2ncnc3[nH]ccc23)C1
264 C=CC(=O)N1CCC[C@@H](Nc2ncnc3[nH]ccc23)C1
265 C=C(F)C(=O)N1CCC[C@@H](Nc2ncnc3[nH]ccc23)C1
266 C=CC(=O)N1CCC[C@@H](Nc2ncnc3[nH]ccc23)C1
267 C=CC(=O)N1CCCC(C)(Nc2ncnc3[nH]ccc23)C1
